time,temperature_2m (°C),precipitation (mm),wind_speed_10m (km/h),cloud_cover (%),wind_gusts_10m (km/h),apparent_temperature (°C)
2024-01-01T00:00,5.0,0.00,14.1,100,23.4,1.3
2024-01-01T01:00,5.4,0.00,13.7,100,24.1,1.8
2024-01-01T02:00,5.1,0.00,14.0,99,23.4,1.4
2024-01-01T03:00,4.7,0.00,14.5,68,24.5,0.8
2024-01-01T04:00,4.4,0.00,14.0,14,24.1,0.6
2024-01-01T05:00,3.9,0.00,14.0,29,23.4,0.1
2024-01-01T06:00,3.8,0.00,14.3,59,23.8,-0.1
2024-01-01T07:00,3.5,0.00,13.9,52,23.8,-0.4
2024-01-01T08:00,3.9,0.00,14.2,90,23.8,0.1
2024-01-01T09:00,4.9,0.00,15.3,80,25.2,1.1
2024-01-01T10:00,6.4,0.00,17.5,35,28.8,2.3
2024-01-01T11:00,7.2,0.00,19.7,100,33.5,2.8
2024-01-01T12:00,6.3,0.60,18.4,97,36.0,2.1
2024-01-01T13:00,7.4,0.60,13.8,47,29.9,4.0
2024-01-01T14:00,7.4,0.00,18.4,94,30.2,3.3
2024-01-01T15:00,6.8,0.00,17.5,100,31.7,2.7
2024-01-01T16:00,6.4,0.20,15.3,98,29.5,2.7
2024-01-01T17:00,5.7,0.00,14.0,94,25.2,2.1
2024-01-01T18:00,5.2,0.10,15.3,59,25.6,1.3
2024-01-01T19:00,4.9,0.00,16.5,48,27.4,0.8
2024-01-01T20:00,4.7,0.10,15.9,55,27.7,0.8
2024-01-01T21:00,4.4,0.20,16.9,49,28.4,0.2
2024-01-01T22:00,3.7,0.10,17.2,81,32.0,-0.6
2024-01-01T23:00,4.2,0.00,13.6,100,28.8,0.5
2024-01-02T00:00,4.8,0.00,13.9,100,22.7,1.2
2024-01-02T01:00,4.4,0.00,11.5,93,19.8,1.0
2024-01-02T02:00,3.8,0.00,12.0,93,20.5,0.3
2024-01-02T03:00,3.0,0.00,11.6,100,20.5,-0.6
2024-01-02T04:00,2.6,0.00,10.2,100,19.4,-0.7
2024-01-02T05:00,2.6,0.00,11.5,100,19.4,-1.0
2024-01-02T06:00,2.5,0.00,11.7,100,19.4,-1.1
2024-01-02T07:00,2.7,0.00,14.4,100,24.1,-1.2
2024-01-02T08:00,3.2,0.10,16.3,100,27.0,-0.9
2024-01-02T09:00,4.1,0.30,17.9,100,29.9,-0.2
2024-01-02T10:00,4.7,0.70,19.1,100,32.4,0.4
2024-01-02T11:00,4.9,0.50,19.4,100,33.8,0.6
2024-01-02T12:00,4.8,0.20,20.2,100,35.6,0.4
2024-01-02T13:00,5.0,0.00,18.1,100,34.2,0.8
2024-01-02T14:00,4.9,1.90,16.8,100,31.0,1.0
2024-01-02T15:00,4.9,0.10,14.8,100,28.4,1.3
2024-01-02T16:00,5.0,0.10,13.2,100,25.2,1.6
2024-01-02T17:00,5.1,0.20,13.6,100,22.7,1.8
2024-01-02T18:00,5.5,0.20,12.7,100,22.3,2.4
2024-01-02T19:00,6.4,0.80,13.5,100,22.3,3.3
2024-01-02T20:00,7.0,1.10,13.1,100,24.1,4.1
2024-01-02T21:00,7.0,0.90,12.8,100,22.0,4.2
2024-01-02T22:00,7.3,1.40,15.9,100,25.9,4.0
2024-01-02T23:00,8.0,1.70,19.7,100,33.1,4.2
2024-01-03T00:00,8.1,1.90,21.1,100,34.2,4.2
2024-01-03T01:00,8.3,2.70,18.6,100,28.4,4.6
2024-01-03T02:00,8.6,0.00,19.9,14,36.0,4.8
2024-01-03T03:00,8.4,0.00,24.3,98,40.3,3.9
2024-01-03T04:00,9.0,0.00,27.8,12,46.8,4.0
2024-01-03T05:00,8.8,0.00,27.0,8,47.9,3.8
2024-01-03T06:00,8.6,0.00,26.5,72,46.8,3.6
2024-01-03T07:00,8.6,0.10,25.9,100,45.4,3.6
2024-01-03T08:00,8.8,0.10,24.0,100,43.9,4.1
2024-01-03T09:00,9.2,0.00,23.2,100,41.4,4.7
2024-01-03T10:00,9.7,0.00,23.4,100,41.0,5.2
2024-01-03T11:00,10.0,0.70,23.5,100,41.0,5.6
2024-01-03T12:00,10.0,0.00,21.4,100,41.0,6.0
2024-01-03T13:00,10.6,0.10,23.2,100,43.6,6.3
2024-01-03T14:00,10.1,0.20,27.6,100,46.4,5.1
2024-01-03T15:00,9.3,0.10,23.1,100,46.8,4.8
2024-01-03T16:00,8.9,0.10,24.4,100,41.0,4.2
2024-01-03T17:00,8.4,2.90,22.2,100,43.2,4.1
2024-01-03T18:00,8.5,0.00,20.5,100,37.8,4.4
2024-01-03T19:00,8.4,0.10,20.1,100,34.9,4.4
2024-01-03T20:00,8.5,0.00,21.4,58,36.0,4.2
2024-01-03T21:00,7.5,0.00,19.6,100,36.0,3.4
2024-01-03T22:00,7.3,0.10,17.9,87,32.8,3.6
2024-01-03T23:00,7.0,0.20,18.5,85,32.0,3.2
2024-01-04T00:00,7.1,0.10,18.9,83,31.7,3.2
2024-01-04T01:00,7.3,0.10,18.9,25,32.4,3.5
2024-01-04T02:00,7.1,0.20,18.6,92,32.0,3.2
2024-01-04T03:00,7.1,0.20,19.7,100,36.0,3.1
2024-01-04T04:00,7.2,0.10,19.6,100,33.5,3.3
2024-01-04T05:00,7.1,0.40,20.0,100,34.2,3.2
2024-01-04T06:00,7.0,0.30,24.4,90,41.4,2.3
2024-01-04T07:00,6.4,0.30,24.2,100,41.4,1.7
2024-01-04T08:00,5.5,0.20,23.8,100,42.5,0.6
2024-01-04T09:00,4.8,0.10,25.3,100,43.2,-0.5
2024-01-04T10:00,4.2,0.00,31.0,100,53.3,-2.2
2024-01-04T11:00,3.7,0.00,33.1,100,58.0,-3.2
2024-01-04T12:00,3.3,0.00,32.9,100,61.9,-3.5
2024-01-04T13:00,2.5,0.20,31.3,100,56.2,-4.0
2024-01-04T14:00,2.5,0.20,27.0,100,56.2,-3.3
2024-01-04T15:00,2.2,0.10,22.2,100,46.4,-3.1
2024-01-04T16:00,1.6,0.10,18.3,100,38.5,-3.2
2024-01-04T17:00,1.1,0.00,15.5,100,31.7,-3.3
2024-01-04T18:00,0.5,0.00,11.5,96,27.0,-3.4
2024-01-04T19:00,-0.3,0.00,6.4,75,19.8,-3.6
2024-01-04T20:00,-2.2,0.00,8.1,90,11.2,-5.9
2024-01-04T21:00,-1.0,0.00,5.5,98,10.4,-4.2
2024-01-04T22:00,-0.2,0.00,1.9,100,6.5,-2.8
2024-01-04T23:00,-0.6,0.00,2.4,100,3.2,-3.3
2024-01-05T00:00,-0.4,0.00,3.8,89,6.5,-3.2
2024-01-05T01:00,0.3,0.00,5.8,100,10.1,-2.9
2024-01-05T02:00,0.3,0.10,6.9,100,12.2,-3.1
2024-01-05T03:00,0.4,0.10,9.8,100,16.9,-3.4
2024-01-05T04:00,0.4,0.00,12.1,100,20.9,-3.7
2024-01-05T05:00,0.4,0.00,14.6,100,24.8,-4.0
2024-01-05T06:00,0.5,0.20,16.0,100,27.4,-4.2
2024-01-05T07:00,0.5,0.50,16.3,100,27.0,-4.1
2024-01-05T08:00,0.5,0.70,17.7,100,30.2,-4.3
2024-01-05T09:00,0.6,0.90,18.6,100,33.8,-4.4
2024-01-05T10:00,0.7,0.40,21.1,100,34.2,-4.7
2024-01-05T11:00,0.4,0.40,21.0,100,36.4,-4.9
2024-01-05T12:00,0.2,0.70,21.3,100,36.7,-5.2
2024-01-05T13:00,0.5,0.30,18.4,100,35.6,-4.4
2024-01-05T14:00,0.5,0.40,17.7,100,32.8,-4.3
2024-01-05T15:00,0.4,0.30,18.0,100,31.0,-4.4
2024-01-05T16:00,0.4,0.30,17.6,100,30.6,-4.4
2024-01-05T17:00,0.6,0.00,17.7,100,29.2,-4.2
2024-01-05T18:00,0.8,0.00,17.3,100,31.0,-3.8
2024-01-05T19:00,0.9,0.00,16.2,100,29.2,-3.6
2024-01-05T20:00,0.9,0.00,14.8,64,27.4,-3.4
2024-01-05T21:00,0.6,0.00,14.8,87,25.2,-3.7
2024-01-05T22:00,0.8,0.10,14.1,100,24.8,-3.4
2024-01-05T23:00,1.0,0.00,14.8,100,24.8,-3.3
2024-01-06T00:00,1.0,0.00,15.1,100,25.9,-3.3
2024-01-06T01:00,0.1,0.00,12.6,96,22.7,-4.0
2024-01-06T02:00,-0.3,0.00,13.8,90,23.0,-4.6
2024-01-06T03:00,-0.5,0.00,14.5,100,24.5,-4.9
2024-01-06T04:00,-0.3,0.00,14.9,100,24.8,-4.8
2024-01-06T05:00,0.0,0.00,14.9,100,25.2,-4.5
2024-01-06T06:00,0.3,0.00,15.5,100,26.6,-4.2
2024-01-06T07:00,0.3,0.00,16.4,100,27.0,-4.4
2024-01-06T08:00,0.3,0.00,17.1,100,31.0,-4.6
2024-01-06T09:00,0.2,0.00,17.1,100,31.0,-4.6
2024-01-06T10:00,0.1,0.00,17.6,100,31.3,-4.8
2024-01-06T11:00,0.0,0.10,17.1,100,31.3,-4.9
2024-01-06T12:00,-0.0,0.00,18.4,100,32.4,-5.2
2024-01-06T13:00,-0.6,0.10,17.9,100,31.7,-5.7
2024-01-06T14:00,-0.8,0.00,18.4,100,32.4,-6.1
2024-01-06T15:00,-1.1,0.10,17.9,100,32.4,-6.3
2024-01-06T16:00,-1.2,0.10,17.2,100,31.3,-6.3
2024-01-06T17:00,-1.2,0.20,17.4,100,31.0,-6.4
2024-01-06T18:00,-1.2,0.20,16.4,100,30.6,-6.3
2024-01-06T19:00,-1.3,0.10,16.8,100,29.5,-6.5
2024-01-06T20:00,-1.5,0.10,17.7,100,31.0,-6.8
2024-01-06T21:00,-1.7,0.20,16.6,100,31.0,-6.9
2024-01-06T22:00,-1.8,0.10,16.6,100,29.2,-7.0
2024-01-06T23:00,-1.8,0.00,16.8,100,29.5,-7.1
2024-01-07T00:00,-2.0,0.00,18.4,100,32.0,-7.6
2024-01-07T01:00,-2.3,0.00,20.6,100,36.4,-8.3
2024-01-07T02:00,-2.6,0.00,20.1,100,36.4,-8.6
2024-01-07T03:00,-2.9,0.00,20.2,93,34.9,-9.0
2024-01-07T04:00,-3.4,0.00,19.2,97,34.9,-9.3
2024-01-07T05:00,-4.1,0.00,17.4,100,33.1,-9.8
2024-01-07T06:00,-4.3,0.00,14.4,99,29.9,-9.5
2024-01-07T07:00,-4.3,0.00,12.5,100,24.5,-9.2
2024-01-07T08:00,-3.8,0.00,11.0,97,20.9,-8.4
2024-01-07T09:00,-2.1,0.00,15.7,99,28.4,-7.4
2024-01-07T10:00,-1.3,0.00,12.0,100,27.7,-6.0
2024-01-07T11:00,-1.0,0.00,13.2,100,24.8,-5.8
2024-01-07T12:00,-0.9,0.00,13.6,100,24.5,-5.6
2024-01-07T13:00,-0.3,0.00,18.6,100,31.3,-5.8
2024-01-07T14:00,-0.5,0.10,17.6,100,34.2,-5.7
2024-01-07T15:00,-0.9,0.40,12.0,100,31.3,-5.2
2024-01-07T16:00,-1.0,0.00,15.1,94,25.2,-5.9
2024-01-07T17:00,-2.5,0.00,16.4,2,30.2,-7.8
2024-01-07T18:00,-3.9,0.00,14.1,3,28.1,-9.0
2024-01-07T19:00,-4.5,0.00,18.1,18,30.2,-10.3
2024-01-07T20:00,-5.4,0.00,22.6,3,38.9,-12.1
2024-01-07T21:00,-6.8,0.00,18.9,0,38.9,-13.0
2024-01-07T22:00,-7.5,0.00,15.9,0,32.4,-13.3
2024-01-07T23:00,-7.7,0.00,14.5,0,27.0,-13.2
2024-01-08T00:00,-7.7,0.00,14.3,19,24.8,-13.2
2024-01-08T01:00,-7.6,0.00,19.9,100,35.3,-13.9
2024-01-08T02:00,-7.1,0.00,20.4,83,36.7,-13.4
2024-01-08T03:00,-7.4,0.00,21.9,15,38.5,-14.1
2024-01-08T04:00,-8.8,0.00,19.3,2,38.5,-15.2
2024-01-08T05:00,-9.1,0.00,15.3,0,33.8,-14.9
2024-01-08T06:00,-9.0,0.00,12.0,0,26.6,-14.3
2024-01-08T07:00,-8.8,0.00,12.3,0,20.9,-14.1
2024-01-08T08:00,-8.3,0.00,13.9,0,24.1,-13.8
2024-01-08T09:00,-7.2,0.00,16.3,0,29.5,-13.1
2024-01-08T10:00,-6.2,0.00,15.7,0,30.6,-12.0
2024-01-08T11:00,-5.3,0.00,15.4,0,30.2,-11.0
2024-01-08T12:00,-4.5,0.00,16.0,0,31.0,-10.3
2024-01-08T13:00,-3.8,0.00,16.6,0,32.4,-9.5
2024-01-08T14:00,-4.1,0.00,16.6,0,31.0,-9.8
2024-01-08T15:00,-5.2,0.00,14.8,0,29.5,-10.7
2024-01-08T16:00,-5.9,0.00,13.7,0,25.2,-11.3
2024-01-08T17:00,-6.4,0.00,13.5,0,23.4,-11.7
2024-01-08T18:00,-6.6,0.00,13.7,0,23.0,-11.9
2024-01-08T19:00,-6.7,0.00,14.0,0,23.8,-12.1
2024-01-08T20:00,-7.0,0.00,13.2,0,23.8,-12.3
2024-01-08T21:00,-7.2,0.00,11.6,0,22.0,-12.3
2024-01-08T22:00,-7.6,0.00,10.3,0,19.8,-12.5
2024-01-08T23:00,-7.9,0.00,8.6,0,17.6,-12.6
2024-01-09T00:00,-8.2,0.00,8.4,0,14.0,-12.9
2024-01-09T01:00,-8.9,0.00,8.7,0,14.8,-13.5
2024-01-09T02:00,-9.3,0.00,8.6,0,14.8,-13.9
2024-01-09T03:00,-9.6,0.00,8.4,0,14.4,-14.3
2024-01-09T04:00,-9.9,0.00,7.2,0,13.7,-14.4
2024-01-09T05:00,-10.1,0.00,7.0,0,12.2,-14.6
2024-01-09T06:00,-10.3,0.00,6.2,0,11.5,-14.7
2024-01-09T07:00,-10.5,0.00,5.1,0,10.8,-14.8
2024-01-09T08:00,-9.9,0.00,6.6,0,10.4,-14.4
2024-01-09T09:00,-8.6,0.00,6.7,0,15.5,-13.2
2024-01-09T10:00,-6.9,0.00,6.3,0,16.2,-11.4
2024-01-09T11:00,-5.3,0.00,5.2,0,16.2,-9.7
2024-01-09T12:00,-4.1,0.00,5.6,0,15.1,-8.5
2024-01-09T13:00,-4.0,0.00,7.3,0,15.8,-8.6
2024-01-09T14:00,-4.0,0.00,7.6,0,15.8,-8.6
2024-01-09T15:00,-6.3,0.00,6.9,0,13.7,-10.9
2024-01-09T16:00,-6.7,0.00,6.5,0,10.4,-11.2
2024-01-09T17:00,-7.2,0.00,7.9,0,13.3,-11.9
2024-01-09T18:00,-7.6,0.00,7.6,0,13.7,-12.2
2024-01-09T19:00,-7.9,0.00,7.0,0,13.0,-12.4
2024-01-09T20:00,-8.0,0.00,6.8,0,11.5,-12.5
2024-01-09T21:00,-8.0,0.00,7.4,0,12.2,-12.6
2024-01-09T22:00,-8.0,0.00,7.3,0,12.2,-12.6
2024-01-09T23:00,-8.1,0.00,6.8,0,12.2,-12.6
2024-01-10T00:00,-8.2,0.00,7.2,0,11.9,-12.7
2024-01-10T01:00,-8.8,0.00,7.4,0,14.0,-13.4
2024-01-10T02:00,-8.8,0.00,7.3,0,12.6,-13.4
2024-01-10T03:00,-8.7,0.00,7.9,0,13.3,-13.4
2024-01-10T04:00,-8.6,0.00,8.3,0,14.0,-13.3
2024-01-10T05:00,-8.6,0.00,7.6,0,13.7,-13.2
2024-01-10T06:00,-8.5,0.00,8.0,0,13.3,-13.1
2024-01-10T07:00,-8.4,0.00,8.0,0,13.7,-13.0
2024-01-10T08:00,-7.9,0.00,9.3,0,13.7,-12.7
2024-01-10T09:00,-6.4,0.00,8.4,0,16.6,-11.2
2024-01-10T10:00,-4.6,0.00,8.9,0,19.1,-9.5
2024-01-10T11:00,-2.9,0.00,8.0,0,19.1,-7.6
2024-01-10T12:00,-1.8,0.00,7.3,0,18.0,-6.4
2024-01-10T13:00,-1.8,0.00,7.6,0,16.9,-6.3
2024-01-10T14:00,-2.1,0.00,6.2,0,16.2,-6.4
2024-01-10T15:00,-5.1,0.00,7.7,0,10.4,-9.6
2024-01-10T16:00,-5.6,0.00,6.6,0,10.8,-9.9
2024-01-10T17:00,-6.3,0.00,6.2,0,11.5,-10.5
2024-01-10T18:00,-7.0,0.00,5.6,0,9.7,-11.1
2024-01-10T19:00,-7.2,0.00,4.6,0,8.3,-11.1
2024-01-10T20:00,-7.3,0.00,6.3,0,10.1,-11.4
2024-01-10T21:00,-7.9,0.00,6.2,0,10.1,-12.0
2024-01-10T22:00,-7.8,0.00,5.1,4,8.3,-11.8
2024-01-10T23:00,-7.2,0.00,5.4,46,9.4,-11.1
2024-01-11T00:00,-6.9,0.00,7.3,88,12.2,-11.1
2024-01-11T01:00,-6.1,0.00,6.9,100,14.0,-10.1
2024-01-11T02:00,-5.7,0.00,8.7,100,15.5,-9.9
2024-01-11T03:00,-5.2,0.00,9.8,100,16.9,-9.5
2024-01-11T04:00,-4.5,0.00,12.4,100,19.8,-9.1
2024-01-11T05:00,-4.2,0.00,14.1,100,20.9,-9.0
2024-01-11T06:00,-3.9,0.00,14.6,100,23.0,-8.7
2024-01-11T07:00,-3.8,0.00,13.8,100,23.0,-8.5
2024-01-11T08:00,-3.5,0.00,14.0,100,22.7,-8.3
2024-01-11T09:00,-2.5,0.00,16.2,100,28.4,-7.6
2024-01-11T10:00,-1.7,0.00,17.4,100,30.6,-6.8
2024-01-11T11:00,-1.0,0.00,17.7,100,31.7,-6.2
2024-01-11T12:00,-0.7,0.00,16.6,100,31.7,-5.6
2024-01-11T13:00,-1.3,0.00,13.8,100,26.3,-5.9
2024-01-11T14:00,-1.6,0.00,13.7,100,24.5,-6.1
2024-01-11T15:00,-1.4,0.00,14.4,100,25.2,-5.9
2024-01-11T16:00,-1.1,0.00,12.8,100,24.1,-5.3
2024-01-11T17:00,-0.6,0.00,11.7,100,21.2,-4.6
2024-01-11T18:00,-0.3,0.00,10.0,100,19.4,-4.0
2024-01-11T19:00,-0.2,0.00,9.7,100,16.6,-3.8
2024-01-11T20:00,-0.2,0.00,10.1,100,16.9,-3.9
2024-01-11T21:00,-0.2,0.00,9.9,100,16.9,-3.9
2024-01-11T22:00,-0.3,0.00,9.0,100,15.8,-3.9
2024-01-11T23:00,-0.4,0.00,9.2,100,15.5,-4.0
2024-01-12T00:00,-1.6,0.00,8.4,88,15.1,-5.2
2024-01-12T01:00,-0.5,0.00,10.2,100,18.0,-4.3
2024-01-12T02:00,-0.7,0.00,9.2,100,16.9,-4.4
2024-01-12T03:00,-1.0,0.00,11.0,100,18.0,-5.0
2024-01-12T04:00,-0.7,0.00,10.0,100,19.1,-4.5
2024-01-12T05:00,-0.7,0.00,9.4,100,16.6,-4.4
2024-01-12T06:00,-1.0,0.00,7.9,100,15.1,-4.5
2024-01-12T07:00,-0.8,0.00,8.3,100,14.0,-4.4
2024-01-12T08:00,-0.6,0.00,10.7,100,18.0,-4.5
2024-01-12T09:00,-0.6,0.00,13.4,100,23.8,-4.9
2024-01-12T10:00,-0.4,0.00,15.0,100,27.0,-4.9
2024-01-12T11:00,-0.3,0.00,16.6,100,30.2,-5.0
2024-01-12T12:00,-0.1,0.00,16.9,100,30.6,-4.9
2024-01-12T13:00,-1.0,0.00,16.2,100,28.4,-5.8
2024-01-12T14:00,-0.8,0.00,17.1,100,29.5,-5.7
2024-01-12T15:00,-0.8,0.00,13.8,100,31.0,-5.2
2024-01-12T16:00,-0.9,0.00,13.6,100,23.4,-5.3
2024-01-12T17:00,-0.8,0.00,15.8,100,26.6,-5.5
2024-01-12T18:00,-0.5,0.00,17.3,100,29.5,-5.3
2024-01-12T19:00,-0.3,0.00,16.9,100,29.2,-5.0
2024-01-12T20:00,0.1,0.00,17.4,100,29.5,-4.6
2024-01-12T21:00,0.5,0.00,17.0,100,29.5,-4.1
2024-01-12T22:00,0.6,0.00,16.6,100,28.4,-3.9
2024-01-12T23:00,0.6,0.00,16.6,100,28.4,-3.9
2024-01-13T00:00,0.6,0.00,15.1,100,28.4,-3.7
2024-01-13T01:00,0.9,0.00,15.8,100,27.0,-3.5
2024-01-13T02:00,1.2,0.00,18.5,100,31.0,-3.5
2024-01-13T03:00,1.3,0.00,19.9,100,33.8,-3.7
2024-01-13T04:00,1.4,0.10,18.7,100,34.6,-3.4
2024-01-13T05:00,1.4,0.10,17.6,100,31.7,-3.2
2024-01-13T06:00,1.4,0.10,16.2,100,30.2,-3.0
2024-01-13T07:00,1.4,0.20,18.8,100,31.3,-3.4
2024-01-13T08:00,1.5,0.10,17.2,100,33.1,-3.0
2024-01-13T09:00,1.9,0.10,24.2,100,40.7,-3.6
2024-01-13T10:00,2.0,0.10,19.4,100,42.1,-2.8
2024-01-13T11:00,1.8,0.20,21.0,100,35.3,-3.2
2024-01-13T12:00,1.7,0.10,24.5,100,42.1,-3.9
2024-01-13T13:00,1.7,0.00,26.5,100,45.7,-4.3
2024-01-13T14:00,1.6,0.10,26.8,100,46.4,-4.4
2024-01-13T15:00,1.6,0.10,27.1,100,46.4,-4.4
2024-01-13T16:00,1.8,0.10,28.2,100,48.6,-4.4
2024-01-13T17:00,1.9,0.10,28.5,100,49.0,-4.2
2024-01-13T18:00,2.1,0.00,27.6,100,49.0,-3.9
2024-01-13T19:00,2.2,0.00,27.1,100,47.5,-3.7
2024-01-13T20:00,2.2,0.10,28.9,100,49.7,-3.9
2024-01-13T21:00,2.2,0.10,28.0,100,50.4,-3.8
2024-01-13T22:00,2.1,0.50,26.0,100,48.2,-3.6
2024-01-13T23:00,2.0,0.60,27.1,100,47.5,-3.9
2024-01-14T00:00,1.6,0.40,25.8,100,47.2,-4.1
2024-01-14T01:00,1.6,0.40,24.1,100,43.9,-3.8
2024-01-14T02:00,1.3,0.40,23.3,100,41.0,-4.1
2024-01-14T03:00,1.5,0.30,23.9,100,41.4,-4.0
2024-01-14T04:00,1.5,0.40,23.8,100,41.8,-4.0
2024-01-14T05:00,1.7,0.10,22.0,100,40.7,-3.5
2024-01-14T06:00,1.8,0.00,21.3,100,38.2,-3.2
2024-01-14T07:00,1.5,0.00,21.2,100,36.7,-3.7
2024-01-14T08:00,1.7,0.00,21.6,100,36.7,-3.5
2024-01-14T09:00,2.0,0.00,21.6,100,37.1,-3.1
2024-01-14T10:00,2.4,0.00,22.7,100,39.2,-2.9
2024-01-14T11:00,2.6,0.00,22.8,100,40.0,-2.7
2024-01-14T12:00,2.9,0.00,23.9,100,41.8,-2.5
2024-01-14T13:00,2.4,0.10,23.7,97,40.0,-3.0
2024-01-14T14:00,2.3,0.00,21.8,100,41.0,-2.9
2024-01-14T15:00,1.9,0.00,21.2,100,37.8,-3.2
2024-01-14T16:00,1.7,0.10,22.0,100,37.8,-3.5
2024-01-14T17:00,1.4,0.30,23.0,99,38.5,-4.0
2024-01-14T18:00,1.7,0.10,24.0,100,41.4,-3.9
2024-01-14T19:00,1.4,0.30,23.8,100,41.4,-4.2
2024-01-14T20:00,1.2,0.30,24.0,100,41.4,-4.4
2024-01-14T21:00,1.0,0.40,24.0,100,41.4,-4.6
2024-01-14T22:00,1.0,0.20,25.5,100,43.6,-4.8
2024-01-14T23:00,1.0,0.10,25.8,100,44.3,-4.9
2024-01-15T00:00,0.9,0.00,27.9,100,47.9,-5.3
2024-01-15T01:00,0.9,0.30,29.5,100,51.5,-5.6
2024-01-15T02:00,1.0,0.10,28.8,100,50.8,-5.4
2024-01-15T03:00,0.9,0.00,29.8,100,50.8,-5.8
2024-01-15T04:00,1.0,0.00,31.8,100,55.1,-5.9
2024-01-15T05:00,1.3,0.00,32.8,100,56.9,-5.7
2024-01-15T06:00,1.3,0.10,32.6,100,56.9,-5.7
2024-01-15T07:00,1.4,0.00,32.1,28,56.5,-5.6
2024-01-15T08:00,1.0,0.00,29.9,20,55.1,-5.7
2024-01-15T09:00,1.6,0.00,31.2,64,53.6,-5.4
2024-01-15T10:00,2.0,0.00,29.3,100,55.4,-4.7
2024-01-15T11:00,2.1,0.00,30.6,88,57.6,-4.7
2024-01-15T12:00,2.3,0.10,35.3,76,64.4,-5.3
2024-01-15T13:00,2.0,0.10,33.8,100,60.8,-5.2
2024-01-15T14:00,1.9,0.00,28.1,100,58.3,-4.6
2024-01-15T15:00,1.1,0.00,23.1,100,48.2,-4.6
2024-01-15T16:00,1.1,0.10,21.3,100,39.2,-4.4
2024-01-15T17:00,0.8,0.00,16.6,100,36.4,-4.0
2024-01-15T18:00,0.3,0.10,12.7,100,28.1,-3.9
2024-01-15T19:00,-0.3,0.00,11.2,100,21.6,-4.4
2024-01-15T20:00,-1.2,0.00,11.7,62,19.8,-5.6
2024-01-15T21:00,-2.1,0.00,8.4,79,19.8,-6.1
2024-01-15T22:00,-4.2,0.00,8.1,55,13.7,-8.2
2024-01-15T23:00,-2.7,0.00,5.1,100,12.2,-6.2
2024-01-16T00:00,-1.7,0.60,1.8,100,9.7,-4.7
2024-01-16T01:00,-1.4,1.10,4.5,100,8.3,-4.7
2024-01-16T02:00,-1.4,0.10,3.1,100,7.2,-4.5
2024-01-16T03:00,-1.5,0.00,5.1,100,7.9,-4.8
2024-01-16T04:00,-1.5,0.00,7.4,100,11.5,-5.2
2024-01-16T05:00,-1.6,0.00,6.3,100,12.2,-5.1
2024-01-16T06:00,-1.5,0.10,7.6,100,11.2,-5.1
2024-01-16T07:00,-1.4,0.10,13.0,84,21.2,-5.9
2024-01-16T08:00,-1.6,0.10,16.2,86,27.4,-6.5
2024-01-16T09:00,-1.4,0.00,16.6,100,31.3,-6.6
2024-01-16T10:00,-0.5,0.00,15.9,100,29.9,-5.6
2024-01-16T11:00,0.1,0.20,17.2,100,30.6,-5.1
2024-01-16T12:00,0.6,0.50,18.3,100,32.0,-4.7
2024-01-16T13:00,1.1,0.20,22.4,99,39.6,-4.7
2024-01-16T14:00,1.0,0.00,21.1,100,39.2,-4.6
2024-01-16T15:00,0.5,0.00,18.3,100,36.4,-4.7
2024-01-16T16:00,-0.2,0.10,16.3,100,31.0,-5.1
2024-01-16T17:00,-0.6,0.00,15.1,100,27.4,-5.3
2024-01-16T18:00,-1.1,0.00,13.5,97,25.2,-5.6
2024-01-16T19:00,-1.7,0.00,13.4,52,22.3,-6.3
2024-01-16T20:00,-1.9,0.00,14.2,99,23.0,-6.6
2024-01-16T21:00,-1.5,0.00,14.6,51,24.5,-6.3
2024-01-16T22:00,-2.2,0.00,13.0,14,24.5,-6.8
2024-01-16T23:00,-3.6,0.00,10.9,10,21.6,-8.0
2024-01-17T00:00,-4.0,0.00,11.7,0,19.1,-8.5
2024-01-17T01:00,-3.7,0.00,12.6,0,20.9,-8.4
2024-01-17T02:00,-3.9,0.00,13.6,0,22.0,-8.7
2024-01-17T03:00,-3.9,0.00,14.8,0,24.1,-8.9
2024-01-17T04:00,-3.9,0.00,14.8,0,24.8,-8.9
2024-01-17T05:00,-4.2,0.00,13.4,34,24.5,-9.0
2024-01-17T06:00,-4.5,0.00,14.4,95,23.8,-9.5
2024-01-17T07:00,-4.5,0.00,15.6,100,25.9,-9.7
2024-01-17T08:00,-4.1,0.00,15.5,100,25.6,-9.2
2024-01-17T09:00,-2.9,0.00,12.4,100,25.6,-7.6
2024-01-17T10:00,-1.9,0.00,12.7,100,23.4,-6.6
2024-01-17T11:00,-0.7,0.00,13.7,100,25.9,-5.5
2024-01-17T12:00,-0.2,0.00,11.9,100,25.9,-4.7
2024-01-17T13:00,-0.1,0.00,11.9,100,22.7,-4.7
2024-01-17T14:00,-0.4,0.00,11.5,100,22.0,-4.9
2024-01-17T15:00,-1.2,0.00,11.0,100,18.4,-5.6
2024-01-17T16:00,-1.7,0.00,9.1,100,18.0,-5.8
2024-01-17T17:00,-1.8,0.10,8.9,100,14.8,-5.8
2024-01-17T18:00,-1.7,0.40,6.8,100,15.1,-5.4
2024-01-17T19:00,-1.9,0.50,2.7,100,11.2,-4.8
2024-01-17T20:00,-2.0,0.50,2.1,100,4.7,-4.8
