Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
0947;2024-11-16;2;0;0;0;0;0;0;2;4;5;9;19;10;12;23;20;31;21;13;4;11;1;3;1;191;;6;0947 - Bd Malakoff vers Ouest;2024-11-16;Hors Vacances
0979;2024-11-16;4;7;5;1;3;0;6;10;18;30;19;27;21;28;26;56;46;42;31;30;16;12;15;13;466;;6;0979 - pont des 3 Continents vers Sud;2024-11-16;Hors Vacances
0679;2024-11-16;1;1;0;1;0;0;1;0;2;3;2;6;1;6;3;4;4;3;5;4;1;1;0;3;52;;6;0679 - Bd Malakoff vers Gare Sud;2024-11-16;Hors Vacances
0743;2024-11-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;0743 - Philippot vers ouest;2024-11-16;Hors Vacances
9673;2024-11-16;19;13;7;3;1;3;3;4;10;15;18;18;22;30;34;33;34;39;32;28;23;5;18;19;431;;6;9673 -;2024-11-16;Hors Vacances
0880;2024-11-16;38;38;19;9;7;2;7;10;20;53;65;68;78;46;58;65;72;126;100;94;39;33;33;39;1119;;6;0880 - Madeleine vers Nord;2024-11-16;Hors Vacances
0890;2024-11-16;48;34;30;7;11;8;13;14;55;89;76;130;116;83;82;110;144;129;112;108;56;36;44;50;1585;;6;0890 - Pont de Pirmil vers Sud;2024-11-16;Hors Vacances
0987;2024-11-16;0;0;0;0;0;0;1;1;1;1;1;1;1;5;2;2;4;4;2;1;4;2;2;1;36;;6;0987 - Tremie vers Est;2024-11-16;Hors Vacances
0988;2024-11-16;11;1;1;2;3;1;4;14;22;40;47;45;32;44;72;70;62;51;46;47;37;7;7;8;674;;6;0988 - Kennedy vers Est;2024-11-16;Hors Vacances
0664;2024-11-16;23;16;10;7;3;5;3;7;18;21;19;37;36;36;37;31;35;42;33;39;18;11;23;30;540;;6;0664 - Bonduelle vers sud;2024-11-16;Hors Vacances
0676;2024-11-16;13;5;4;0;2;0;3;3;5;12;24;12;14;20;20;20;34;17;17;25;15;7;3;2;277;;6;0676 - Pont Willy Brandt vers Beaulieu;2024-11-16;Hors Vacances
0677;2024-11-16;4;6;1;1;2;0;4;2;6;16;10;20;25;12;19;18;22;17;16;8;9;7;5;8;238;;6;0677 - Pont Willy Brandt vers Malakoff;2024-11-16;Hors Vacances
0680;2024-11-16;8;4;3;1;4;2;2;10;10;19;13;17;28;15;18;26;27;25;18;24;20;17;6;7;324;;6;0680 - Stalingrad vers ouest;2024-11-16;Hors Vacances
0681;2024-11-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;0681 - Stalingrad vers est;2024-11-16;Hors Vacances
0683;2024-11-16;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;6;0683 - pont Anne de Bretagne vers Nord;2024-11-16;Hors Vacances
0727;2024-11-16;0;0;3;2;1;0;4;3;9;15;26;23;31;15;17;14;13;15;12;11;5;1;2;1;223;;6;0727 - Pont Tabarly vers Nord;2024-11-16;Hors Vacances
0746;2024-11-16;3;1;1;0;0;0;1;1;9;23;34;24;33;16;23;32;35;43;24;13;9;0;0;0;325;;6;0746 - Chemin de halage Tortière vers Sud;2024-11-16;Hors Vacances
0881;2024-11-16;25;18;10;5;4;3;6;13;42;85;90;97;89;94;107;114;124;86;88;93;68;37;30;40;1368;;6;0881 - Madeleine vers Sud;2024-11-16;Hors Vacances
0948;2024-11-16;4;2;1;0;3;0;1;2;8;17;8;17;10;12;21;21;18;20;15;6;5;4;2;7;204;;6;0948 - Bd Malakoff vers Est;2024-11-16;Hors Vacances
0977;2024-11-16;0;2;0;0;0;0;0;0;0;0;2;6;2;0;0;4;0;0;2;0;4;2;2;0;26;;6;0977 - pont des 3 Continents vers Nord;2024-11-16;Hors Vacances
0981;2024-11-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;2;0;0;7;Faible;6;0981 - Pont Tabarly vers Nord;2024-11-16;Hors Vacances
8673;2024-11-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;6;8673 -;2024-11-16;Hors Vacances
9672;2024-11-16;8;7;4;2;1;0;0;0;21;28;19;43;39;27;35;59;48;38;38;33;19;8;10;10;497;;6;9672 -;2024-11-16;Hors Vacances
0669;2024-11-15;2;1;2;0;2;8;16;89;278;78;23;23;54;35;36;30;43;77;47;59;44;21;10;12;990;;5;0669 - De Gaulle sortie Clémenceau vers Nord;2024-11-15;Hors Vacances
0681;2024-11-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;0681 - Stalingrad vers est;2024-11-15;Hors Vacances
0682;2024-11-15;17;10;4;2;3;5;20;102;340;180;61;33;80;83;72;76;104;169;174;104;63;35;39;25;1801;;5;0682 - pont Anne de Bretagne vers Sud;2024-11-15;Hors Vacances
0742;2024-11-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;0742 - Philippot vers Est;2024-11-15;Hors Vacances
0743;2024-11-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;0743 - Philippot vers ouest;2024-11-15;Hors Vacances
0980;2024-11-15;0;1;0;0;0;1;0;5;2;2;1;0;2;4;2;0;5;4;2;5;1;1;1;2;41;;5;0980 - Pont Tabarly vers Sud;2024-11-15;Hors Vacances
0987;2024-11-15;0;1;0;0;0;1;1;1;2;2;6;10;2;3;0;6;12;0;9;10;0;1;0;0;67;;5;0987 - Tremie vers Est;2024-11-15;Hors Vacances
0989;2024-11-15;31;11;3;5;5;13;51;100;144;55;50;45;106;99;71;90;176;285;233;96;42;46;64;53;1874;;5;0989 - Kennedy vers Ouest;2024-11-15;Hors Vacances
0946;2024-11-15;7;9;1;2;2;4;5;46;155;67;21;19;69;49;44;33;72;101;84;94;48;16;10;14;972;;5;0946 - Magellan vers Est;2024-11-15;Hors Vacances
0979;2024-11-15;4;1;6;1;5;2;14;59;142;72;25;28;38;34;37;38;40;60;75;36;18;10;8;11;764;;5;0979 - pont des 3 Continents vers Sud;2024-11-15;Hors Vacances
0674;2024-11-15;14;6;5;1;1;3;5;27;125;84;44;39;64;59;41;47;77;124;115;84;53;22;24;27;1091;;5;0674 - Pont Haudaudine vers Sud;2024-11-15;Hors Vacances
0675;2024-11-15;15;8;6;1;2;0;6;61;155;77;34;42;89;67;64;42;73;125;136;73;58;29;26;21;1210;;5;0675 - Pont Haudaudine vers Nord;2024-11-15;Hors Vacances
0997;2024-11-15;5;1;0;0;2;0;6;41;93;34;8;10;30;30;26;24;66;65;48;30;15;1;5;2;542;;5;0997 - Van Iseghem vers Sud;2024-11-15;Hors Vacances
1042;2024-11-15;0;1;0;0;0;1;6;24;61;22;11;14;19;21;9;8;25;44;44;17;8;2;0;0;337;;5;1042 - Guy Mollet vers Sud;2024-11-15;Hors Vacances
1057;2024-11-15;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;1057 -;2024-11-15;Hors Vacances
0881;2024-11-15;21;8;8;2;2;6;25;101;242;142;81;89;149;111;94;101;165;273;258;167;96;63;45;40;2289;;5;0881 - Madeleine vers Sud;2024-11-15;Hors Vacances
0725;2024-11-15;3;1;0;1;2;1;2;30;79;34;11;20;22;35;26;27;48;77;57;24;14;10;10;4;538;;5;0725 - Pont Tabarly vers Sud;2024-11-15;Hors Vacances
0680;2024-11-15;1;3;1;3;1;3;7;44;52;24;21;20;36;41;34;25;29;33;41;32;25;27;9;6;518;;5;0680 - Stalingrad vers ouest;2024-11-15;Hors Vacances
0668;2024-11-15;18;3;5;3;1;2;5;21;100;39;28;20;60;63;37;45;84;196;134;70;29;20;30;15;1028;;5;0668 - De Gaulle vers sud;2024-11-15;Hors Vacances
0960;2024-11-15;0;0;0;0;0;0;0;6;9;6;5;5;10;5;5;4;4;9;5;4;1;0;0;1;79;;5;0960 - Sorinières Vers Nord;2024-11-15;Hors Vacances
0995;2024-11-15;5;1;1;1;1;3;16;70;239;93;52;29;89;78;65;59;97;144;93;70;54;11;15;11;1297;;5;0995 - Ceineray vers Ouest;2024-11-15;Hors Vacances
0996;2024-11-15;6;6;1;0;1;0;1;37;79;32;14;20;26;28;24;30;37;61;56;22;12;12;10;8;523;;5;0996 - Van Iseghem vers Nord;2024-11-15;Hors Vacances
1054;2024-11-15;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;1054 -;2024-11-15;Hors Vacances
9672;2024-11-15;4;6;0;0;0;1;6;104;271;119;28;35;53;51;41;36;57;84;92;56;35;19;10;12;1120;;5;9672 -;2024-11-15;Hors Vacances
0949;2024-11-15;4;2;0;1;2;2;3;5;9;9;5;7;13;8;12;11;27;59;34;17;9;8;8;6;261;;5;0949 - avenue de la Libération vers Sud;2024-11-15;Hors Vacances
0959;2024-11-15;0;1;1;1;3;1;4;9;12;6;3;3;6;1;9;3;5;16;6;3;2;3;1;0;99;;5;0959 - Sorinières Vers Sud;2024-11-15;Hors Vacances
0986;2024-11-15;0;0;0;0;0;0;1;26;57;25;14;11;21;16;13;11;16;24;24;23;15;9;2;1;309;;5;0986 - Tremie vers Ouest;2024-11-15;Hors Vacances
1041;2024-11-15;1;1;0;1;0;0;2;18;82;29;7;8;15;25;10;18;29;41;25;22;3;0;3;0;340;;5;1041 - Guy Mollet vers Nord;2024-11-15;Hors Vacances
9673;2024-11-15;9;8;6;1;3;4;9;46;102;42;23;23;56;53;35;37;89;161;125;64;26;18;18;9;967;;5;9673 -;2024-11-15;Hors Vacances
9998;2024-11-15;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;9998 -;2024-11-15;Hors Vacances
0890;2024-11-15;40;19;14;11;7;21;40;208;533;230;101;110;184;176;160;123;220;340;322;197;137;87;78;39;3397;;5;0890 - Pont de Pirmil vers Sud;2024-11-15;Hors Vacances
0880;2024-11-15;25;13;9;6;1;8;32;107;282;135;50;63;89;105;119;91;146;192;165;125;78;56;42;47;1986;;5;0880 - Madeleine vers Nord;2024-11-15;Hors Vacances
0665;2024-11-15;7;3;2;0;1;6;16;71;216;77;33;33;69;54;41;38;70;121;87;94;57;22;20;12;1150;;5;0665 - Bonduelle vers Nord;2024-11-15;Hors Vacances
0666;2024-11-15;3;1;1;0;0;1;3;5;11;12;4;8;18;18;18;21;24;47;15;24;11;7;6;6;264;;5;0666 - Pont Audibert vers Sud;2024-11-15;Hors Vacances
0670;2024-11-15;10;3;2;5;6;0;3;29;37;13;10;8;21;15;19;24;27;34;34;21;14;13;13;11;372;;5;0670 - Pont de Pirmil vers Sud;2024-11-15;Hors Vacances
0745;2024-11-15;14;3;3;1;0;1;1;16;39;26;23;24;30;41;20;11;52;68;50;56;29;27;36;17;588;;5;0745 - Calvaire vers Ouest;2024-11-15;Hors Vacances
0683;2024-11-15;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;0683 - pont Anne de Bretagne vers Nord;2024-11-15;Hors Vacances
0664;2024-11-15;19;7;4;4;3;1;7;52;183;75;36;29;81;61;49;58;98;184;142;70;46;27;42;27;1305;;5;0664 - Bonduelle vers sud;2024-11-15;Hors Vacances
0746;2024-11-15;1;0;1;0;0;0;3;43;118;35;19;20;58;47;34;37;104;114;80;43;21;7;2;3;790;;5;0746 - Chemin de halage Tortière vers Sud;2024-11-15;Hors Vacances
0747;2024-11-15;8;5;0;0;1;0;3;80;150;65;25;18;52;47;27;27;50;83;80;31;14;11;6;8;791;;5;0747 - Chemin de halage Tortière vers Nord;2024-11-15;Hors Vacances
0847;2024-11-15;46;22;17;6;4;11;19;94;290;161;56;83;146;134;148;133;211;268;226;191;115;82;71;80;2614;;5;0847 - Entrée pont Audibert vers Sud;2024-11-15;Hors Vacances
0785;2024-11-15;29;17;5;5;10;13;46;171;524;276;104;115;200;198;185;132;200;316;275;238;147;69;62;54;3391;;5;0785 - 50 Otages Vers Sud;2024-11-15;Hors Vacances
0948;2024-11-15;4;1;1;1;0;2;4;20;50;18;11;12;35;26;20;17;39;47;45;18;9;2;8;6;396;;5;0948 - Bd Malakoff vers Est;2024-11-15;Hors Vacances
0988;2024-11-15;4;4;0;1;1;2;17;78;342;124;39;36;57;79;59;50;66;115;145;94;58;24;15;13;1423;;5;0988 - Kennedy vers Est;2024-11-15;Hors Vacances
0994;2024-11-15;17;1;1;0;1;0;2;26;77;26;17;13;31;25;28;23;65;119;111;52;23;10;14;10;692;;5;0994 - Ceineray vers Est;2024-11-15;Hors Vacances
0667;2024-11-15;24;19;7;4;5;11;45;195;449;196;100;89;195;153;137;105;185;307;299;191;119;62;57;57;3011;;5;0667 - Entrée pont Audibert vers Nord;2024-11-15;Hors Vacances
0673;2024-11-15;10;8;6;1;3;3;10;49;100;43;20;26;53;49;33;31;85;158;121;70;30;24;22;14;969;;5;0673 - Pont de Pornic vers Sud;2024-11-15;Hors Vacances
0677;2024-11-15;0;0;1;0;2;2;13;42;96;42;17;9;48;42;17;19;37;86;78;33;19;8;9;4;624;;5;0677 - Pont Willy Brandt vers Malakoff;2024-11-15;Hors Vacances
0945;2024-11-15;10;5;4;2;1;3;5;24;107;57;15;29;53;39;25;40;57;108;74;38;33;17;48;28;822;;5;0945 - Magellan vers Ouest;2024-11-15;Hors Vacances
0672;2024-11-15;3;5;0;0;0;0;3;85;237;105;26;28;44;51;32;32;45;64;78;43;25;11;4;6;927;;5;0672 - Pont de Pornic vers Nord;2024-11-15;Hors Vacances
0727;2024-11-15;4;0;0;2;1;3;10;57;87;27;15;18;41;27;16;21;32;55;32;30;13;9;7;3;510;;5;0727 - Pont Tabarly vers Nord;2024-11-15;Hors Vacances
0787;2024-11-15;12;14;8;8;6;9;21;108;391;200;75;84;135;135;106;119;157;259;210;165;117;47;38;23;2447;;5;0787 - 50 Otages Vers Sud;2024-11-15;Hors Vacances
0943;2024-11-15;0;2;0;0;0;0;2;11;27;18;6;6;9;13;13;16;17;25;23;9;6;3;5;5;216;;5;0943 - Magellan vers Ouest;2024-11-15;Hors Vacances
0981;2024-11-15;1;1;0;0;0;0;1;10;5;0;0;2;2;8;6;3;2;3;2;0;1;0;0;0;47;;5;0981 - Pont Tabarly vers Nord;2024-11-15;Hors Vacances
1055;2024-11-15;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;1055 -;2024-11-15;Hors Vacances
8673;2024-11-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;8673 -;2024-11-15;Hors Vacances
9999;2024-11-15;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;9999 -;2024-11-15;Hors Vacances
0676;2024-11-15;6;0;0;0;1;1;4;36;143;57;13;13;43;48;35;22;53;107;97;44;21;11;14;10;779;;5;0676 - Pont Willy Brandt vers Beaulieu;2024-11-15;Hors Vacances
0679;2024-11-15;0;1;0;0;0;0;0;0;8;6;4;2;10;8;7;6;9;16;11;7;3;3;1;1;103;;5;0679 - Bd Malakoff vers Gare Sud;2024-11-15;Hors Vacances
0744;2024-11-15;4;0;4;1;0;3;13;36;87;60;28;38;74;46;53;57;71;78;81;61;42;31;29;19;916;;5;0744 - Calvaire vers Est;2024-11-15;Hors Vacances
0786;2024-11-15;48;20;9;9;13;7;13;100;278;182;93;108;219;192;140;126;232;425;384;234;159;85;87;74;3237;;5;0786 - 50 Otages Vers Nord;2024-11-15;Hors Vacances
0788;2024-11-15;49;22;10;5;4;4;7;82;184;96;59;49;132;124;112;99;163;284;281;187;124;55;77;72;2281;;5;0788 - 50 Otages Vers Nord;2024-11-15;Hors Vacances
0944;2024-11-15;2;3;0;0;0;1;2;16;49;23;5;13;20;13;17;17;6;39;25;17;11;8;3;5;295;;5;0944 - Magellan vers Est;2024-11-15;Hors Vacances
0947;2024-11-15;0;0;0;0;0;1;0;29;98;28;12;8;22;30;10;17;33;49;26;10;5;1;0;0;379;;5;0947 - Bd Malakoff vers Ouest;2024-11-15;Hors Vacances
0950;2024-11-15;1;2;0;0;3;4;12;73;175;51;25;25;41;32;21;19;35;28;44;37;10;9;2;2;651;;5;0950 - avenue de la Libération vers Nord;2024-11-15;Hors Vacances
0977;2024-11-15;0;0;0;0;0;0;0;2;2;0;0;2;0;2;0;2;6;0;0;2;0;0;2;2;22;;5;0977 - pont des 3 Continents vers Nord;2024-11-15;Hors Vacances
1056;2024-11-15;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;5;1056 -;2024-11-15;Hors Vacances
8672;2024-11-15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;5;8672 -;2024-11-15;Hors Vacances
0664;2024-11-14;6;2;2;0;3;3;13;68;250;94;30;33;80;78;65;48;81;212;218;96;56;34;39;39;1550;;4;0664 - Bonduelle vers sud;2024-11-14;Hors Vacances
0670;2024-11-14;4;1;0;1;1;4;5;28;28;16;10;9;28;19;14;14;23;33;59;39;26;9;12;11;394;;4;0670 - Pont de Pirmil vers Sud;2024-11-14;Hors Vacances
0676;2024-11-14;4;1;0;0;0;1;4;36;215;105;21;20;52;63;23;34;38;134;162;48;20;25;15;11;1032;;4;0676 - Pont Willy Brandt vers Beaulieu;2024-11-14;Hors Vacances
0890;2024-11-14;22;14;7;8;11;16;47;217;649;307;93;107;159;196;143;135;203;436;419;212;152;86;74;90;3803;;4;0890 - Pont de Pirmil vers Sud;2024-11-14;Hors Vacances
0727;2024-11-14;0;0;0;1;2;3;9;63;134;63;20;21;48;31;14;22;24;86;71;31;25;6;8;5;687;;4;0727 - Pont Tabarly vers Nord;2024-11-14;Hors Vacances
0747;2024-11-14;2;1;1;0;0;0;5;91;204;103;36;21;34;47;31;22;43;106;132;53;31;9;11;1;984;;4;0747 - Chemin de halage Tortière vers Nord;2024-11-14;Hors Vacances
0960;2024-11-14;1;0;1;0;0;0;1;5;23;5;3;2;4;5;5;5;5;13;12;3;2;2;2;1;100;;4;0960 - Sorinières Vers Nord;2024-11-14;Hors Vacances
0994;2024-11-14;7;4;1;1;0;1;2;35;96;47;19;22;49;40;33;28;47;129;161;68;27;21;26;21;885;;4;0994 - Ceineray vers Est;2024-11-14;Hors Vacances
0997;2024-11-14;0;0;0;0;2;2;2;49;147;41;23;28;34;25;14;31;57;99;76;36;23;6;4;4;703;;4;0997 - Van Iseghem vers Sud;2024-11-14;Hors Vacances
0949;2024-11-14;2;2;0;1;2;1;1;16;24;6;8;8;7;14;14;14;19;57;57;18;13;19;12;6;321;;4;0949 - avenue de la Libération vers Sud;2024-11-14;Hors Vacances
0988;2024-11-14;2;0;0;0;1;3;31;131;455;162;46;52;63;68;55;49;49;153;220;136;79;37;18;16;1826;;4;0988 - Kennedy vers Est;2024-11-14;Hors Vacances
0989;2024-11-14;10;8;2;1;12;19;82;155;162;56;36;74;89;67;64;63;172;376;370;142;81;59;48;55;2203;;4;0989 - Kennedy vers Ouest;2024-11-14;Hors Vacances
0995;2024-11-14;2;1;0;1;3;3;14;93;360;121;36;50;71;83;43;56;77;174;150;103;36;11;7;16;1511;;4;0995 - Ceineray vers Ouest;2024-11-14;Hors Vacances
0666;2024-11-14;3;2;0;1;1;1;1;12;20;11;6;6;17;16;18;13;24;42;35;23;12;6;10;1;281;;4;0666 - Pont Audibert vers Sud;2024-11-14;Hors Vacances
0675;2024-11-14;12;1;0;2;4;0;8;74;179;102;40;39;77;88;62;54;83;175;173;100;70;34;43;44;1464;;4;0675 - Pont Haudaudine vers Nord;2024-11-14;Hors Vacances
9673;2024-11-14;3;4;0;0;1;3;13;53;110;41;19;26;42;52;38;32;66;200;213;80;51;24;29;22;1122;;4;9673 -;2024-11-14;Hors Vacances
0725;2024-11-14;5;1;0;1;1;1;2;37;116;43;17;20;33;30;17;10;43;121;91;44;24;13;11;7;688;;4;0725 - Pont Tabarly vers Sud;2024-11-14;Hors Vacances
0785;2024-11-14;22;10;1;2;11;11;37;190;639;344;119;122;187;216;161;122;191;375;397;262;129;84;71;60;3763;;4;0785 - 50 Otages Vers Sud;2024-11-14;Hors Vacances
0946;2024-11-14;3;2;0;0;1;3;8;42;200;94;30;20;55;64;47;36;62;117;107;89;36;19;20;23;1078;;4;0946 - Magellan vers Est;2024-11-14;Hors Vacances
0950;2024-11-14;0;1;0;3;2;2;10;57;232;78;34;27;27;39;27;24;23;39;50;26;13;6;3;9;732;;4;0950 - avenue de la Libération vers Nord;2024-11-14;Hors Vacances
0959;2024-11-14;0;1;0;2;2;5;8;11;12;2;1;4;3;5;3;10;4;16;13;5;2;2;1;1;113;;4;0959 - Sorinières Vers Sud;2024-11-14;Hors Vacances
0980;2024-11-14;0;0;0;0;0;1;0;3;5;2;3;1;1;2;2;1;4;6;10;1;4;0;2;0;48;;4;0980 - Pont Tabarly vers Sud;2024-11-14;Hors Vacances
0986;2024-11-14;0;1;0;0;0;0;7;21;57;17;10;7;18;15;11;11;5;26;27;13;9;9;2;3;269;;4;0986 - Tremie vers Ouest;2024-11-14;Hors Vacances
0987;2024-11-14;0;0;0;0;0;0;1;0;3;1;1;3;1;10;1;1;2;3;3;5;2;0;0;0;37;;4;0987 - Tremie vers Est;2024-11-14;Hors Vacances
1056;2024-11-14;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;4;1056 -;2024-11-14;Hors Vacances
0745;2024-11-14;5;7;2;1;1;0;3;12;36;36;23;21;34;19;23;25;25;49;67;65;27;9;19;21;530;;4;0745 - Calvaire vers Ouest;2024-11-14;Hors Vacances
0847;2024-11-14;31;14;7;7;5;15;21;100;323;197;78;65;130;172;123;121;182;343;340;211;115;102;75;82;2859;;4;0847 - Entrée pont Audibert vers Sud;2024-11-14;Hors Vacances
0947;2024-11-14;0;0;0;0;0;1;0;28;153;55;10;8;17;26;10;12;28;43;36;14;16;5;3;0;465;;4;0947 - Bd Malakoff vers Ouest;2024-11-14;Hors Vacances
0981;2024-11-14;0;0;0;0;0;0;1;10;22;7;4;4;8;4;5;3;13;11;20;8;2;0;2;1;125;;4;0981 - Pont Tabarly vers Nord;2024-11-14;Hors Vacances
0996;2024-11-14;2;2;1;0;1;1;6;56;105;51;20;11;17;35;28;13;28;77;73;34;23;15;14;10;623;;4;0996 - Van Iseghem vers Nord;2024-11-14;Hors Vacances
1055;2024-11-14;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;4;1055 -;2024-11-14;Hors Vacances
8672;2024-11-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;8672 -;2024-11-14;Hors Vacances
9998;2024-11-14;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;4;9998 -;2024-11-14;Hors Vacances
0744;2024-11-14;3;1;3;1;1;4;14;44;114;57;38;27;59;63;43;28;64;79;120;70;21;37;26;20;937;;4;0744 - Calvaire vers Est;2024-11-14;Hors Vacances
0683;2024-11-14;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;4;0683 - pont Anne de Bretagne vers Nord;2024-11-14;Hors Vacances
0665;2024-11-14;3;0;1;0;1;6;28;97;252;100;39;39;72;67;38;56;73;175;139;101;42;24;19;10;1382;;4;0665 - Bonduelle vers Nord;2024-11-14;Hors Vacances
0669;2024-11-14;1;1;0;0;2;9;32;124;346;129;34;30;47;39;24;40;58;82;78;48;19;17;13;7;1180;;4;0669 - De Gaulle sortie Clémenceau vers Nord;2024-11-14;Hors Vacances
0673;2024-11-14;10;5;0;0;1;2;16;60;115;47;21;25;42;52;34;36;82;202;209;83;54;31;31;23;1181;;4;0673 - Pont de Pornic vers Sud;2024-11-14;Hors Vacances
1042;2024-11-14;0;0;0;1;1;1;3;38;72;27;8;10;20;17;8;8;23;82;80;23;11;3;5;1;442;;4;1042 - Guy Mollet vers Sud;2024-11-14;Hors Vacances
1054;2024-11-14;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;4;1054 -;2024-11-14;Hors Vacances
8673;2024-11-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;8673 -;2024-11-14;Hors Vacances
0743;2024-11-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;0743 - Philippot vers ouest;2024-11-14;Hors Vacances
0880;2024-11-14;19;8;7;3;2;7;18;102;335;169;62;37;101;130;84;88;127;241;241;145;77;78;44;55;2180;;4;0880 - Madeleine vers Nord;2024-11-14;Hors Vacances
0943;2024-11-14;0;0;0;0;1;0;5;20;42;23;7;16;6;18;15;5;18;28;38;21;11;9;3;2;288;;4;0943 - Magellan vers Ouest;2024-11-14;Hors Vacances
0944;2024-11-14;1;0;0;0;0;2;1;21;56;3;5;8;20;17;15;14;23;51;46;24;11;6;1;8;333;;4;0944 - Magellan vers Est;2024-11-14;Hors Vacances
0672;2024-11-14;4;2;0;0;0;0;6;105;335;107;34;32;53;62;34;27;57;87;112;49;29;13;12;12;1172;;4;0672 - Pont de Pornic vers Nord;2024-11-14;Hors Vacances
0677;2024-11-14;3;0;0;0;2;3;12;60;162;83;14;23;43;30;21;15;45;117;106;56;33;7;4;3;842;;4;0677 - Pont Willy Brandt vers Malakoff;2024-11-14;Hors Vacances
0680;2024-11-14;1;2;0;0;2;3;15;30;29;10;12;19;39;31;23;25;34;43;54;27;26;20;12;5;462;;4;0680 - Stalingrad vers ouest;2024-11-14;Hors Vacances
0945;2024-11-14;5;2;0;0;1;4;7;28;120;60;32;32;52;41;39;28;51;115;142;65;44;39;17;20;944;;4;0945 - Magellan vers Ouest;2024-11-14;Hors Vacances
0948;2024-11-14;4;0;0;0;0;2;4;18;65;43;8;19;24;25;21;17;27;84;74;31;9;4;3;6;488;;4;0948 - Bd Malakoff vers Est;2024-11-14;Hors Vacances
0787;2024-11-14;5;2;1;3;6;5;22;121;476;226;96;88;125;142;89;94;141;239;248;184;95;59;36;26;2529;;4;0787 - 50 Otages Vers Sud;2024-11-14;Hors Vacances
0788;2024-11-14;19;6;4;5;2;4;10;81;196;131;58;67;123;126;112;105;132;256;380;208;135;77;80;85;2402;;4;0788 - 50 Otages Vers Nord;2024-11-14;Hors Vacances
0881;2024-11-14;20;5;2;1;3;4;29;84;324;166;70;62;146;118;86;89;141;298;329;167;132;59;41;28;2404;;4;0881 - Madeleine vers Sud;2024-11-14;Hors Vacances
1041;2024-11-14;3;3;0;0;0;0;3;27;108;38;16;22;17;20;8;5;28;38;56;27;8;4;8;2;441;;4;1041 - Guy Mollet vers Nord;2024-11-14;Hors Vacances
0682;2024-11-14;7;2;2;2;2;3;18;82;421;233;83;54;96;112;85;58;81;172;229;114;86;36;56;35;2069;;4;0682 - pont Anne de Bretagne vers Sud;2024-11-14;Hors Vacances
0742;2024-11-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;0742 - Philippot vers Est;2024-11-14;Hors Vacances
0746;2024-11-14;0;0;0;0;2;0;4;65;166;50;18;34;49;36;17;33;85;145;139;68;27;8;3;1;950;;4;0746 - Chemin de halage Tortière vers Sud;2024-11-14;Hors Vacances
0786;2024-11-14;37;7;2;4;6;9;20;97;371;201;103;128;238;186;155;135;184;442;560;306;200;92;100;90;3673;;4;0786 - 50 Otages Vers Nord;2024-11-14;Hors Vacances
9672;2024-11-14;9;3;0;0;0;2;10;122;383;121;45;35;54;69;36;35;82;116;132;67;39;21;19;18;1418;;4;9672 -;2024-11-14;Hors Vacances
